SUBSTÂNCIA;LABORATÓRIO;PRODUTO;APRESENTAÇÃO;CLASSE TERAPÊUTICA;TIPO DE PRODUTO (STATUS DO PRODUTO);PMC Sem Impostos;TARJA;;
"ACETATO DE BAZEDOXIFENO;ESTROGÊNIOS CONJUGADOS";PFIZER BRASIL LTDA;DUAVIVE;0,45 MG + 20 MG COM REV LIB PROL CT ENV AL BL AL PLAS TRANS X 30;G3C - ESTRÓGENOS EXCLUINDO G3A, G3E, G3F;Biológico;87,11;- (*) ;;
ACETATO DE CASPOFUNGINA;EUROFARMA LABORATORIOS S.A.;BERK;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Similar;;Tarja Vermelha;;
ACETATO DE CASPOFUNGINA;EUROFARMA LABORATORIOS S.A.;BERK;70 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Similar;;Tarja Vermelha;;
ACETATO DE CASPOFUNGINA;MERCK SHARP & DOHME FARMACEUTICA LTDA.;CANCIDAS;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Novo;;Tarja Vermelha;;
ACETATO DE CASPOFUNGINA;MERCK SHARP & DOHME FARMACEUTICA LTDA.;CANCIDAS;70 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Novo;;Tarja Vermelha;;
ACETATO DE CASPOFUNGINA;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;KAZFONA;50 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Similar;;Tarja Vermelha;;
ACETATO DE CASPOFUNGINA;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;KAZFONA;70 MG PO LIOF SOL INFUS IV CT FA VD TRANS;J2A - AGENTES SISTÊMICOS PARA INFECÇÕES FÚNGICAS;Similar;;Tarja Vermelha;;
ACETATO DE CETRORRELIX;MERCK S/A;CETROTIDE;0,25 MG PO LIOF SOL SC INJCT FA VD TRANS + 1 SER DIL + 2 AGU+ 2 LEN;H1C3 - HORMÔNIOS DE LIBERAÇÃO ANTIGONADOTROFINA;Novo;357,54;Tarja Vermelha;;
ACETATO DE CIPROTERONA;LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA;ACETATO DE CIPROTERONA;50 MG COM CT BL AL PLAS TRANS X 20;L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS;Genérico;126,23;- (*) ;;
ACETATO DE CIPROTERONA;LABORATÓRIOS BAGÓ DO BRASIL S/A;ANDROCUR;50 MG COM CT BL AL PLAS TRANS X 20;G3A5 - PREPARAÇÕES ORAIS COM PROGESTAGÊNIOS SOMENTE;Novo;203,32;Tarja Vermelha;;
ACETATO DE CIPROTERONA;LABORATÓRIOS BAGÓ DO BRASIL S/A;ANDROCUR;100 MG COM CT BL AL PLAS TRANS X 20;G3A5 - PREPARAÇÕES ORAIS COM PROGESTAGÊNIOS SOMENTE;Novo;382,84;Tarja Vermelha;;
ACETATO DE CIPROTERONA;BAYER S.A.;ANDROCUR;50 MG COM CT BL AL PLAS TRANS X 20;L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS;Novo;203,32;Tarja Vermelha;;
ACETATO DE CIPROTERONA;BAYER S.A.;ANDROCUR;100 MG COM CT BL AL PLAS TRANS X 20;L2B2 - HORMÔNIOS ANTIANDROGÊNICOS CITOSTÁTICOS;Novo;382,84;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";EUROFARMA LABORATORIOS S.A.;SELENE;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;30,30;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";EUROFARMA LABORATORIOS S.A.;SELENE;(0,035 + 2) MG COM REV CT BL AL PLAS PVC/ACLAR OPC X 63 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;62,58;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";MERCK S/A;DICLIN;(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;20,82;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";MERCK S/A;DICLIN;(2 + 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;50,28;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";MERCK S/A;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;19,27;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";MERCK S/A;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2 + 0,035)MG COM REV CT BL AL PLAS PVC TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;48,55;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";EMS S/A;JAQUE;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;24,30;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";EMS S/A;JAQUE;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;72,91;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";EMS S/A;ACETATO DE CIPROTERONA+ETINILESTRADIOL;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;19,49;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";EMS S/A;ACETATO DE CIPROTERONA+ETINILESTRADIOL;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;58,48;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;TESS;(2 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;23,25;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;22,81;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;ACETATO DE CIPROTERONA + ETINILESTRADIOL;(2,0 + 0,035) MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;48,58;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DUNIA 35;(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS  X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;24,86;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;DUNIA 35;(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;56,39;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ACETATO DE CIPROTERONA + ETINILESTRADIOL;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;22,78;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;ACETATO DE CIPROTERONA + ETINILESTRADIOL;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;48,43;- (*) ;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;FERANE 35;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21;G3A9 - OUTROS HORMÔNIOS CONTRACEPTIVOS SISTÊMICOS;Similar;30,12;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;FERANE 35;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;G3A9 - OUTROS HORMÔNIOS CONTRACEPTIVOS SISTÊMICOS;Similar;87,87;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";DKT DO BRASIL PRODUTOS DE USO PESSOAL LTDA;LEILA;(2,0 + 0,035) MG COM REV CT BL AL PLAS PVC/PVDC TRANS  X  21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;24,57;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";EMS SIGMA PHARMA LTDA;ARTEMIDIS 35;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;19,45;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";INDÚSTRIA FARMACÊUTICA MELCON DO BRASIL S.A.;ACETATO DE CIPROTERONA+ETINILESTRADIOL;2,0 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;48,58;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";ZYDUS NIKKHO FARMACÊUTICA LTDA;DUELLE;(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS  X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;24,90;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";ZYDUS NIKKHO FARMACÊUTICA LTDA;DUELLE;(2,0+ 0,035) MG COM REV CT BL AL PLAS PVC TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;74,71;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;REPOPIL 35;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;29,07;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;REPOPIL 35;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;87,22;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ACETATO DE CIPROTERONA + ETINILESTRADIOL;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21 ;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;19,49;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ACETATO DE CIPROTERONA + ETINILESTRADIOL;2,00 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;58,49;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";BAYER S.A.;DIANE 35;(2,000+ 0,035) MG COM REV CT BL CALEND AL PLAS TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Novo;35,07;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";BAYER S.A.;DIANE 35;(2,000+ 0,035) MG COM REV CT BL CALEND AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Novo;74,73;Tarja Vermelha;;
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";MABRA FARMACEUTICA LTDA;ACETATO DE CIPROTERONA+ETINILESTRADIOL;2 MG + 0,035 MG COM REV CT BL AL PLAS TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;22,78;- (*) ;;
"ACETATO DE CIPROTERONA;VALERATO DE ESTRADIOL";UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;CLIMENE;2 MG COM REV X 11 + (2 + 1) MG COM REV X 10 CT BL AL PLAS PVC TRANS;G3F - ASSOCIAÇÕES DE ESTRÓGENOS E PROGESTÓGENOS;Novo;35,03;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EUROFARMA LABORATORIOS S.A.;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS  X  21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;36,26;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EUROFARMA LABORATORIOS S.A.;AMORA;(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS  X  21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;40,63;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EUROFARMA LABORATORIOS S.A.;AMORA;(2,0 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;115,31;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;36,26;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;72,48;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;108,74;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;145,00;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;BELADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;52,08;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;BELADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;104,15;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;BELADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;156,24;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";EMS S/A;BELADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;208,31;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";FARMOQUÍMICA S/A;CHERRY;(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;49,34;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";FARMOQUÍMICA S/A;CHERRY;(2,00+0,03) MG COM REV CT BL AL PLAS PVC/PVDC TRANSL X 21 + 7 PLACEBOS;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;49,34;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;EMILY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;52,80;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;EMILY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;105,59;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;EMILY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;158,39;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;EMILY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;211,17;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;36,26;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;72,48;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;108,74;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";GERMED FARMACEUTICA LTDA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;145,00;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ADIUM S.A.;ACETATO DE CLORMADINONA + ETINILESTRADIOL;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;36,26;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ADIUM S.A.;LIBERFEM;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;55,38;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ADIUM S.A.;LIBERFEM;2 MG + 0,03 MG COM REV CT BL AL PLAS TRANS X 63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;152,33;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;BEZIANY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;52,80;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;BEZIANY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;105,59;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;BEZIANY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;158,39;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;BEZIANY;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Similar;211,17;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;36,26;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;72,48;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  63;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;108,74;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";NOVA QUIMICA FARMACÊUTICA S/A;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  84;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;145,00;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";ALTHAIA S.A INDÚSTRIA FARMACÊUTICA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2,0 + 0,03) MG COM REV CT BL CALEND AL PLAS TRANS X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;34,45;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X 21;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;36,26;Tarja Vermelha;;
"ACETATO DE CLORMADINONA;ETINILESTRADIOL";LEGRAND PHARMA INDUSTRIA FARMACEUTICA LTDA;ACETATO DE CLORMADINONA + ETINILESTRADIOL;(2 + 0,03) MG COM REV CT BL AL PLAS PVC/PVDC OPC X  42;G3A1 - HORMÔNIOS CONTRACEPTIVOS MONOFÁSICOS COM ESTROGÊNIOS <50MCG;Genérico;72,48;Tarja Vermelha;;
